,vehicle_id,brand,model,category_id
1471,1472,Renault,Grand Scenic,1
1472,1473,Renault,Kadjar,1
1473,1474,Renault,Kangoo,1
1474,1475,Renault,Koleos,1
1475,1476,Renault,Laguna,1
1476,1477,Renault,Latitude,1
1477,1478,Renault,Mascott,1
1478,1479,Renault,Master,1
1479,1480,Renault,Megane,1
1480,1481,Renault,Modus,1
1481,1482,Renault,P 1400,1
1482,1483,Renault,R 11,1
1483,1484,Renault,R 14,1
1484,1485,Renault,R 18,1
1485,1486,Renault,R 19,1
1486,1487,Renault,R 20,1
1487,1488,Renault,R 21,1
1488,1489,Renault,R 25,1
1489,1490,Renault,R 30,1
1490,1491,Renault,R 4,1
1491,1492,Renault,R 5,1
1492,1493,Renault,R 6,1
1493,1494,Renault,R 9,1
1494,1495,Renault,Rapid,1
1495,1496,Renault,Safrane,1
1496,1497,Renault,Scenic,1
1497,1498,Renault,Spider,1
1498,1499,Renault,Trafic,1
1499,1500,Renault,Twingo,1
1500,1501,Renault,Twizy,1
1501,1502,Renault,Vel Satis,1
1502,1503,Renault,Wind,1
1503,1504,Renault,ZOE,1
1504,1505,Rolls-Royce,Corniche,1
1505,1506,Rolls-Royce,Flying Spur,1
1506,1507,Rolls-Royce,Ghost,1
1507,1508,Rolls-Royce,Park Ward,1
1508,1509,Rolls-Royce,Phantom,1
1509,1510,Rolls-Royce,Silver Cloud,1
1510,1511,Rolls-Royce,Silver Dawn,1
1511,1512,Rolls-Royce,Silver Seraph,1
1512,1513,Rolls-Royce,Silver Shadow,1
1513,1514,Rolls-Royce,Silver Spirit,1
1514,1515,Rolls-Royce,Silver Spur,1
1515,1516,Rolls-Royce,Wraith,1
1516,1517,Rover,100,1
1517,1518,Rover,111,1
1518,1519,Rover,114,1
1519,1520,Rover,115,1
1520,1521,Rover,200,1
1521,1522,Rover,213,1
1522,1523,Rover,214,1
1523,1524,Rover,216,1
1524,1525,Rover,218,1
1525,1526,Rover,220,1
1526,1527,Rover,25,1
1527,1528,Rover,400,1
1528,1529,Rover,414,1
1529,1530,Rover,416,1
1530,1531,Rover,418,1
1531,1532,Rover,420,1
1532,1533,Rover,45,1
1533,1534,Rover,600,1
1534,1535,Rover,618,1
1535,1536,Rover,620,1
1536,1537,Rover,623,1
1537,1538,Rover,75,1
1538,1539,Rover,800,1
1539,1540,Rover,820,1
1540,1541,Rover,825,1
1541,1542,Rover,827,1
1542,1543,Rover,City Rover,1
1543,1544,Rover,Metro,1
1544,1545,Rover,Montego,1
1545,1546,Rover,SD,1
1546,1547,Rover,Streetwise,1
1547,1548,Ruf,None,1
1548,1549,Saab,9-3,1
1549,1550,Saab,9-4X,1
1550,1551,Saab,9-5,1
1551,1552,Saab,9-7X,1
1552,1553,Saab,90,1
1553,1554,Saab,900,1
1554,1555,Saab,9000,1
1555,1556,Saab,96,1
1556,1557,Saab,99,1
1557,1558,Santana,None,1
1558,1559,Seat,Alhambra,1
1559,1560,Seat,Altea,1
1560,1561,Seat,Arosa,1
1561,1562,Seat,Cordoba,1
1562,1563,Seat,Exeo,1
1563,1564,Seat,Ibiza,1
1564,1565,Seat,Inca,1
1565,1566,Seat,Leon,1
1566,1567,Seat,Malaga,1
1567,1568,Seat,Marbella,1
1568,1569,Seat,Mii,1
1569,1570,Seat,Terra,1
1570,1571,Seat,Toledo,1
1571,1572,Skoda,105,1
1572,1573,Skoda,120,1
1573,1574,Skoda,130,1
1574,1575,Skoda,135,1
1575,1576,Skoda,Citigo,1
1576,1577,Skoda,Fabia,1
1577,1578,Skoda,Favorit,1
1578,1579,Skoda,Felicia,1
1579,1580,Skoda,Forman,1
1580,1581,Skoda,Octavia,1
1581,1582,Skoda,Pick-up,1
1582,1583,Skoda,Praktik,1
1583,1584,Skoda,Rapid,1
1584,1585,Skoda,Roomster,1
1585,1586,Skoda,Superb,1
1586,1587,Skoda,Yeti,1
1587,1588,Smart,Crossblade,1
1588,1589,Smart,ForFour,1
1589,1590,Smart,ForTwo,1
1590,1591,Smart,Roadster,1
1591,1592,speedART,None,1
1592,1593,Spyker,C8,1
1593,1594,Spyker,C8 AILERON,1
1594,1595,Spyker,C8 DOUBLE 12 S,1
1595,1596,Spyker,C8 LAVIOLETTE SWB,1
1596,1597,Spyker,C8 SPYDER SWB,1
1597,1598,Ssangyong,Actyon,1
1598,1599,Ssangyong,Family,1
1599,1600,Ssangyong,Korando,1
1600,1601,Ssangyong,Kyron,1
1601,1602,Ssangyong,MUSSO,1
1602,1603,Ssangyong,REXTON,1
1603,1604,Ssangyong,Rodius,1
1604,1605,Ssangyong,Tivoli,1
1605,1606,Subaru,B9 Tribeca,1
1606,1607,Subaru,Baja,1
1607,1608,Subaru,BRZ,1
1608,1609,Subaru,Forester,1
1609,1610,Subaru,Impreza,1
1610,1611,Subaru,Justy,1
1611,1612,Subaru,Legacy,1
1612,1613,Subaru,Libero,1
1613,1614,Subaru,OUTBACK,1
1614,1615,Subaru,SVX,1
1615,1616,Subaru,Trezia,1
1616,1617,Subaru,Tribeca,1
1617,1618,Subaru,Vivio,1
1618,1619,Subaru,XT,1
1619,1620,Subaru,XV,1
1620,1621,Suzuki,Alto,1
1621,1622,Suzuki,Baleno,1
1622,1623,Suzuki,Cappuccino,1
1623,1624,Suzuki,Carry,1
1624,1625,Suzuki,Celerio,1
1625,1626,Suzuki,Grand Vitara,1
1626,1627,Suzuki,Ignis,1
1627,1628,Suzuki,Jimny,1
1628,1629,Suzuki,Kizashi,1
1629,1630,Suzuki,Liana,1
1630,1631,Suzuki,LJ,1
1631,1632,Suzuki,SJ Samurai,1
1632,1633,Suzuki,Splash,1
1633,1634,Suzuki,Super-Carry,1
1634,1635,Suzuki,Swift,1
1635,1636,Suzuki,SX4,1
1636,1637,Suzuki,SX4 S-Cross,1
1637,1638,Suzuki,Vitara,1
1638,1639,Suzuki,Wagon R+,1
1639,1640,Suzuki,X-90,1
1640,1641,Talbot,Horizon,1
1641,1642,Talbot,Samba,1
1642,1643,Tata,Indica,1
1643,1644,Tata,Indigo,1
1644,1645,Tata,Nano,1
1645,1646,Tata,Safari,1
1646,1647,Tata,Sumo,1
1647,1648,Tata,Telcoline,1
1648,1649,Tata,Telcosport,1
1649,1650,Tata,Xenon,1
1650,1651,TECHART,None,1
1651,1652,Tesla,Model 3,1
1652,1653,Tesla,Model S,1
1653,1654,Tesla,Model X,1
1654,1655,Tesla,Roadster,1
1655,1656,Toyota,4-Runner,1
1656,1657,Toyota,Auris,1
1657,1658,Toyota,Auris Touring Sports,1
1658,1659,Toyota,Avalon,1
1659,1660,Toyota,Avensis,1
1660,1661,Toyota,Avensis Verso,1
1661,1662,Toyota,Aygo,1
1662,1663,Toyota,Camry,1
1663,1664,Toyota,Carina,1
1664,1665,Toyota,Celica,1
1665,1666,Toyota,Corolla,1
1666,1667,Toyota,Corolla Verso,1
1667,1668,Toyota,Cressida,1
1668,1669,Toyota,Crown,1
1669,1670,Toyota,Dyna,1
1670,1671,Toyota,FCV,1
1671,1672,Toyota,FJ,1
1672,1673,Toyota,GT86,1
1673,1674,Toyota,Hiace,1
1674,1675,Toyota,Highlander,1
1675,1676,Toyota,Hilux,1
1676,1677,Toyota,IQ,1
1677,1678,Toyota,Land Cruiser,1
1678,1679,Toyota,Lite-Ace,1
1679,1680,Toyota,MR 2,1
1680,1681,Toyota,Paseo,1
1681,1682,Toyota,Picnic,1
1682,1683,Toyota,Previa,1
1683,1684,Toyota,Prius,1
1684,1685,Toyota,Prius+,1
1685,1686,Toyota,Proace,1
1686,1687,Toyota,RAV 4,1
1687,1688,Toyota,Sequoia,1
1688,1689,Toyota,Sienna,1
1689,1690,Toyota,Starlet,1
1690,1691,Toyota,Supra,1
1691,1692,Toyota,Tacoma,1
1692,1693,Toyota,Tercel,1
1693,1694,Toyota,Tundra,1
1694,1695,Toyota,Urban Cruiser,1
1695,1696,Toyota,Verso,1
1696,1697,Toyota,Verso-S,1
1697,1698,Toyota,Yaris,1
1698,1699,Trabant,601,1
1699,1700,Triumph,Dolomite,1
1700,1701,Triumph,Moss,1
1701,1702,Triumph,Spitfire,1
1702,1703,Triumph,TR3,1
1703,1704,Triumph,TR4,1
1704,1705,Triumph,TR5,1
1705,1706,Triumph,TR6,1
1706,1707,Triumph,TR7,1
1707,1708,Triumph,TR8,1
1708,1709,TVR,Chimaera,1
1709,1710,TVR,Griffith,1
1710,1711,TVR,Tuscan,1
1711,1712,Volkswagen,181,1
1712,1713,Volkswagen,Amarok,1
1713,1714,Volkswagen,Beetle,1
1714,1715,Volkswagen,Bora,1
1715,1716,Volkswagen,Buggy,1
1716,1717,Volkswagen,Caddy,1
1717,1718,Volkswagen,CC,1
1718,1719,Volkswagen,Corrado,1
1719,1720,Volkswagen,Crafter,1
1720,1721,Volkswagen,Eos,1
1721,1722,Volkswagen,Fox,1
1722,1723,Volkswagen,Golf Golf,1
1723,1724,Volkswagen,Golf Golf Plus,1
1724,1725,Volkswagen,Golf Golf Sportsvan,1
1725,1726,Volkswagen,Iltis,1
1726,1727,Volkswagen,Jetta,1
1727,1728,Volkswagen,Karmann Ghia,1
1728,1729,Volkswagen,KГѓЖ’Г‚В¤fer,1
1729,1730,Volkswagen,LT,1
1730,1731,Volkswagen,Lupo,1
1731,1732,Volkswagen,New Beetle,1
1732,1733,Volkswagen,Passat Passat,1
1733,1734,Volkswagen,Passat Passat CC,1
1734,1735,Volkswagen,Phaeton,1
1735,1736,Volkswagen,Polo,1
1736,1737,Volkswagen,Routan,1
1737,1738,Volkswagen,Santana,1
1738,1739,Volkswagen,Scirocco,1
1739,1740,Volkswagen,Sharan,1
1740,1741,Volkswagen,T1,1
1741,1742,Volkswagen,T2,1
1742,1743,Volkswagen,T3 T3 Caravelle,1
1743,1744,Volkswagen,T3 T3 Multivan,1
1744,1745,Volkswagen,T3 T3 other,1
1745,1746,Volkswagen,T3 T3 Kombi,1
1746,1747,Volkswagen,T4 T4 California,1
1747,1748,Volkswagen,T4 T4 Caravelle,1
1748,1749,Volkswagen,T4 T4 Multivan,1
1749,1750,Volkswagen,T4 T4 other,1
1750,1751,Volkswagen,T4 T4 Kombi,1
1751,1752,Volkswagen,T5 T5 California,1
1752,1753,Volkswagen,T5 T5 Caravelle,1
1753,1754,Volkswagen,T5 T5 Multivan,1
1754,1755,Volkswagen,T5 T5 Shuttle,1
1755,1756,Volkswagen,T5 T5 other,1
1756,1757,Volkswagen,T5 T5 Kombi,1
1757,1758,Volkswagen,T6 T6 California,1
1758,1759,Volkswagen,T6 T6 Caravelle,1
1759,1760,Volkswagen,T6 T6 Kombi,1
1760,1761,Volkswagen,T6 T6 Multivan,1
1761,1762,Volkswagen,T6 T6 other,1
1762,1763,Volkswagen,Taro,1
1763,1764,Volkswagen,Tiguan,1
1764,1765,Volkswagen,Touareg,1
1765,1766,Volkswagen,Touran,1
1766,1767,Volkswagen,up!,1
1767,1768,Volkswagen,Vento,1
1768,1769,Volkswagen,XL1,1
1769,1770,Volvo,240,1
1770,1771,Volvo,244,1
1771,1772,Volvo,245,1
1772,1773,Volvo,262,1
1773,1774,Volvo,264,1
1774,1775,Volvo,340,1
1775,1776,Volvo,360,1
1776,1777,Volvo,440,1
1777,1778,Volvo,460,1
1778,1779,Volvo,480,1
1779,1780,Volvo,740,1
1780,1781,Volvo,744,1
1781,1782,Volvo,745,1
1782,1783,Volvo,760,1
1783,1784,Volvo,780,1
1784,1785,Volvo,850,1
1785,1786,Volvo,855,1
1786,1787,Volvo,940,1
1787,1788,Volvo,944,1
1788,1789,Volvo,945,1
1789,1790,Volvo,960,1
1790,1791,Volvo,965,1
1791,1792,Volvo,Amazon,1
1792,1793,Volvo,C30,1
1793,1794,Volvo,C70,1
1794,1795,Volvo,Polar,1
1795,1796,Volvo,S40,1
1796,1797,Volvo,S60,1
1797,1798,Volvo,S70,1
1798,1799,Volvo,S80,1
1799,1800,Volvo,S90,1
1800,1801,Volvo,V40,1
1801,1802,Volvo,V40 CC,1
1802,1803,Volvo,V50,1
1803,1804,Volvo,V60,1
1804,1805,Volvo,V70,1
1805,1806,Volvo,V90,1
1806,1807,Volvo,XC 60,1
1807,1808,Volvo,XC 70,1
1808,1809,Volvo,XC 90,1
1809,1810,Wartburg,311,1
1810,1811,Wartburg,353,1
1811,1812,Westfield,None,1
1812,1813,Wiesmann,MF 25,1
1813,1814,Wiesmann,MF 28,1
1814,1815,Wiesmann,MF 3,1
1815,1816,Wiesmann,MF 30,1
1816,1817,Wiesmann,MF 35,1
1817,1818,Wiesmann,MF 4,1
1818,1819,Wiesmann,MF 5,1
